id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"ede1ee4b89ef46daa5a796c3519d0d6e","MDPublisher","Tue, 05 Jun 2018 12:44:25 GMT","Tue, 10 May 2022 12:27:07 GMT","Community Based Organization","Feature Service","A point feature class of Community Based Organizations (CBO)'s funded through Miami-Dade County general obligation funds during the current fiscal year. CBOs are based on a set of social service priorities. The CBOs are non-profit organizations or government entities contracted by the County to serve serving the community of Miami-Dade. In 2008 when the Board of County Commissioners created the Office of Grants Coordination, responsibility for CBO Funding allocations was returned to the County, under the oversight of the CBO Advisory Board Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Community Based Organization,,OMB,Office of Management and Budget","A point feature class of Community Based Organizations (CBO)'s funded through Miami-Dade County general obligation funds during the current fiscal year. ","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CommunityBasedOrganization_gdb/FeatureServer","public","custom","Office of Management and Budget","-80.4926687208798,25.445982663429596,-80.12355145572535,26.18348553369602",""
"efe7c0f374db4e3996caba8d7d66d2ae","MDPublisher","Wed, 06 Jun 2018 00:34:06 GMT","Thu, 21 Feb 2019 15:12:47 GMT","School Impact Fee District","Feature Service","To identify School Board Impact Fees district boundaries for use in the collection and disbursement of School Board Impact Fees as administered by the Department of Regulatory and Economic Resources.  The district boundaries represented in the GIS layer are the latest geographic representations as defined by the most recent adopted ordinance.

Updated: As Needed The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere"",""Florida, Miami-Dade County, MDC, County Government, Local Government, WGS84, Planning, School Impact Fee District, DCPS, Miami-Dade County Public Schools,","public","A polygon feature class of School Board Impact Fee district boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/SchoolImpactFeeDistrict_gdb/FeatureServer","public","custom","Miami-Dade County Public Schools","-80.87372941292678,25.137591454410863,-80.04289308461698,25.97993626643209",""
"173891a535004295ae69d87af0833b80","MDPublisher","Tue, 05 Jun 2018 13:05:29 GMT","Wed, 28 Aug 2019 11:38:25 GMT","DOH WIC Center","Feature Service","A point feature class of Department of Health (DOH) Women, Infant and Children Centers (WICC) within Miami-Dade County. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Health,DOH WIC Center,WIC,Florida DOH,Florida Department of Health","A point feature class of Department of Health (DOH) Women, Infant and Children Centers (WICC) within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/DOHWICCenter_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.488241872567,25.44713701178227,-80.18041969914695,25.940450306508044",""
"1917eb7c8e614f93ab274cb9e01f9827","MDPublisher","Wed, 06 Jun 2018 00:40:09 GMT","Wed, 28 Aug 2019 11:44:53 GMT","Small Building 2001","Feature Service","a point feature class of the Miami-Dade County small building footprints as captured from aerial photography. Includes all buildings with an area less than 8000 square feet. Was last updated in 1999. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Buildings,Small Building 2001,Planimetrics,UDB,Urban Development Boundary,Single Family,Residence,Mobile Home,ITD,Information Technology Department","a point feature class of the Miami-Dade County small building footprints as captured from aerial photography.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/SmallBuilding2001_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.57549668779104,25.353322994809382,-80.11873555694447,25.975330380041736",""
"21266e3f19a848c18152ca671e359296","MDPublisher","Wed, 06 Jun 2018 00:57:00 GMT","Thu, 21 Feb 2019 15:12:47 GMT","Teen Births 2006","Feature Service","A polygon feature class based on Zip Code boundaries showing the percentage of babies born to teenaged mothers (ages 13-18) in Miami-Dade County in 2006. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Health,Teen Births 2006,Florida DOH,Florida Department of Health","A polygon feature class based on Zip Code boundaries showing the percentage of babies born to teenaged mothers (ages 13-18) in Miami-Dade County in 2006.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/TeenBirths2006_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.66969880572451,25.319648598558835,-80.118149319085,25.975160034352022",""
"18dd66366f104ed49a5c72984757dbd4","MDPublisher","Wed, 06 Jun 2018 00:38:43 GMT","Thu, 21 Feb 2019 15:12:47 GMT","Shoreline Development Boundary","Feature Service","A polygon feature class depicting the Shoreline Development Review Boundary in Miami-Dade County, Florida. It is used to identify the Shoreline Development Review Boundary as defined and referenced in section 2 (11) of the Ordinance Amending Chapter 33D (Biscayne Bay Management) of the Code of Metropolitan Miami-Dade County, Florida. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Shoreline Development Boundary,Review,Biscayne Management,Ordinance,RER,Regulatory and Economic Resources,Resiliency","A polygon feature class depicting the Shoreline Development Review Boundary in Miami-Dade County, Florida.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/ShorelineDevelopmentBoundary_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.31038231662664,25.610676319561115,-80.11991921309544,25.97511618000395",""
"1489f3cb969647e59f704a806a11d65e","MDPublisher","Wed, 06 Jun 2018 01:21:39 GMT","Mon, 30 Jan 2023 16:23:22 GMT","WCS Area","Feature Service","A polygon feature class that identifies the boundaries of the PWWM Department garbage pickup routes within Miami-Dade County. The GarbagePickupRoute polygon feature class was created for the Miami-Dade Department of Solid Waste Management (DSWM) now Public Works and Waste Management Department. It contains the boundaries of the Waste Collection System Gasrbage Routes. The routes cover the area of Unincorporated Miami-Dade County and of municipalities served by PWWMD. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,WCS Area,Waste,Collection,Service,Area,PWWM,Transportation and Public Works,Public Works","A polygon feature class that identifies the boundaries of the PWWM Department garbage pickup routes within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/WCSArea_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.56372162135246,25.396151275795635,-80.11952131422181,25.974596824049623",""
"0ec35c79c0344e97a7a0f523634beec2","MDPublisher","Tue, 05 Jun 2018 12:37:27 GMT","Wed, 28 Aug 2019 11:36:55 GMT","Charrette Boundary","Feature Service","A polygon feature class of Charette boundaries within Miami-Dade County. Boundaries are created when the the Board of County Commissioners pass a Resolution for the purpose of conducting a study in the described area, either for planning, landuse or development purpose. Updated: As Needed The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Education,Charrette Boundary,RER,Regulatory and Economic Resources","A polygon feature class of Charette boundaries within Miami-Dade County. ","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CharretteBoundary_gdb/FeatureServer","public","custom","Miami-Dade County, RER","-80.45461255955702,25.491967926879532,-80.14668667563741,25.96881939678075",""
"40861de4637947b4a1468422ca7ed4a7","MDPublisher","Fri, 16 Mar 2018 12:53:39 GMT","Wed, 15 May 2019 16:21:19 GMT","Parcel Annotation","Document Link","Annotation feature class of the Parcel data within Miami-Dade County. Updated: Weekly-Sat","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Property,Parcel Annotation,,RER,Regulatory and Economic Resources","Annotation feature class of the Parcel data within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://gisweb.miamidade.gov/giscontactus?s=Parcel Annotation &r=1","public","custom","Miami-Dade County, Florida","",""
"41b29f2558c04d0e9861ef1e6f0e67c0","MDPublisher","Tue, 07 May 2019 19:32:07 GMT","Tue, 07 May 2019 19:48:50 GMT","Geo Prop","Document Link","A polygon feature class of property boundaries within Miami-Dade County. Ownership boundaries as defined by legal description and deeds. Updated: Weekly-Sat The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Transportation,Geo Prop,Streets,Road,Intersection,ITD,Information Technology Department","A polygon feature class of property boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://gisweb.miamidade.gov/giscontactus?s=Geo Prop &r=1","public","custom","Miami-Dade County, Florida","",""
"3a6112890351490faad6f75779a3d4f6","MDPublisher","Tue, 05 Jun 2018 12:47:15 GMT","Wed, 25 Sep 2024 02:40:06 GMT","Community Development District","Feature Service","A polygon feature class of the Community Development District (CDD) boundaries maintained by the Miami-Dade County Special Taxing District office. CDD's are special taxing districts or local units of special-purpose government. A CDD may charge separate non-ad valorem special assessments for satisfying the debt obligations of the district relating to financing, constructing, maintaining and servicing the district's improvements and/or services. Updated: Weekly-Fri The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Community Development District,,MDPR - SPTX,Parks,Recreation and Open Spaces,Assessment Districts,Special Taxing District","A polygon feature class of the Community Development District (CDD) boundaries maintained by the Miami-Dade County Special Taxing District office.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CommunityDevelopmentDistrict_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.50156360436287,25.442189067952576,-80.14832264521202,25.97222556709198",""
"43f75c548f8843b3b10519f81d2d7935","MDPublisher","Tue, 12 Mar 2019 01:20:54 GMT","Tue, 27 Aug 2024 01:51:24 GMT","Pcts Line Centroid Feature Layer","Feature Service","The PctsLines Layer represents active and complete pipelines projects from the Proliance Database. This information is dynamic and changes very frequently so the information is reliable for very short period of time. The materials contained herein are provided ""AS IS"" and will contain inaccuracies. User is warned to utilize the materials herein at user's own risk and to verify the materials accuracy independently and assumes the risk of any and all loss. The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84","Pcts Line Centroid Feature Layer","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/PCTSLineCentroid_gdb/FeatureServer","public","custom","MIAMI DADE WATER AND SEWER DEPARMENT","-80.50152146708785,25.42824500059502,-80.12080182403176,25.97384696328651",""
"36e6aad1fb894732887c06278a8eef4b","MDPublisher","Thu, 18 Feb 2021 00:35:58 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 1.1 - Residential Units (map) (SNAP)","Web Map","","PMT,Regional Growth,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Snapshot","Residential units by block in Miami Dade County (snapshot)","","","","en-us",,"public",,"Miami-Dade County, Florida","-80.3415838104233,25.682706461022157,-80.10211618957402,25.836381452663947",""
"3cafe8a876244fd3bab9365ecf772f04","MD_Apps","Wed, 21 Nov 2018 20:13:49 GMT","Fri, 29 Dec 2023 14:01:03 GMT","Building Efficiency 305 - District 2 - WebApp","Web Mapping Application","Building Efficiency 305 is an initiative of Miami-Dade County that seeks to promote improvements in building performance through a suite of policies and programs that increase energy and water efficiency in existing large private and public buildings in our community.","Florida,Miami-Dade County,MDC,County Government,Local Government,RER,BUILDING EFFICIENCY 305,BE305,Production,Regulatory and Economic Resources,Department of Regulatory and Economic Resources,Miami-Dade County - Department of Regulatory and Economic Resources","GIS Viewer for Miami-Dade County Building Efficiency 305 - District 2","/Categories/Production Content,/Categories/Source Department/Regulatory and Economic Resources","Office of Resilience, RER - Miami-Dade County GIS, ITD-Miami-Dade County","Miami-Dade County provides the data for use ""as is"". The areas depicted in this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://mdc.maps.arcgis.com/apps/webappviewer3d/index.html?id=3cafe8a876244fd3bab9365ecf772f04","public","custom","Miami-Dade County, Florida","",""
"4660f9d3675f4f4c8a489654c850a086","MDPublisher","Tue, 05 Jun 2018 19:44:09 GMT","Wed, 28 Aug 2019 11:40:11 GMT","Hospital Polygon","Feature Service","A polygon feature class of hospital facility boundaries within Miami-Dade County. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Health,Hospital Polygon,ITD,Information Technology Department,Wellness","A polygon feature class of hospital facility boundaries within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Hospitalpoly_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.49326439104976,25.41849687283727,-80.13771751405676,25.970810793618526",""
"36d96f8b80a14eaab53b9aa6f9ffd4c0","MDPublisher","Mon, 08 Mar 2021 19:07:25 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 3.3 (dash) (SNAP)","Dashboard","TOC influences regional travel patterns by bringing residents, jobs, and daily activities in close proximity to one another and to rapid transit. This enhances access to jobs and daily destinations by all travel modes, often leading to increased travel by transit, walking, and bicycling. Expanded multimodal choices and compact development patterns are also correlated with fewer and shorter vehicle trips, helping to preserve capacity on the existing highway system. This section of the TOC Tool focuses on regional travel characteristics under existing conditions.","Snapshot,PMT,VMT","Regional Travel: Vehicular Travel

SMART Plan corridors and station areas generate fewer and shorter vehicular trips than the rest of the region ","","","Access and Use Constraints For Public Use Legal Disclaimer: Miami-Dade County provides the data for use ""as is"". The areas depicted in this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us",,"public","custom","Miami-Dade County, Florida","",""
"41fe637f09ff4680b8ce09756bc3e81b","MDPublisher","Tue, 05 Jun 2018 19:47:06 GMT","Wed, 28 Aug 2019 11:40:22 GMT","Hurricane Evacuation Zone 2003 to 2012","Feature Service","A polygon feature class of areas endangered by Sea, Lake and Overland Surges from Hurricanes (SLOSH) and areas requiring evacuation. In effect from 2003-2012. Updated: Not Planned The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Public Safety,Hurricane Evacuation Zone 2003 to 2012,SLOSH,ITD,Information Technology Department","A polygon feature class of areas endangered by Sea, Lake and Overland Surges from Hurricanes (SLOSH) and areas requiring evacuation. In effect from 2003-2012.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/HurricaneEvacZone20032012_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.87330414867463,25.000409214362552,-80.11807400882316,25.975167350138168",""
"4229b1dff9824098a73884e2b21348dc","MDPublisher","Fri, 02 Apr 2021 16:17:45 GMT","Fri, 05 Nov 2021 17:00:38 GMT","Change in Estimated Market Value ___ per Square Foot _since 2014_","Map Service","Source:

Purpose: Tile layer utilized for visualization.

Contact Information: Charles Rudder (crudder@citiesthatwork.com)/ Alex
Bell (abell@citiesthatwork.com)","PMT,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Trend,Tile Service,unshareopendatagroup","Blocks symbolized to show change in estimated value","","","Access and Use Constraints For Public Use Legal Disclaimer: Miami-Dade County provides the data for use ""as is"". The areas depicted in this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.",,"https://tiles.arcgis.com/tiles/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Change_in_Estimated_Market_Value_____per_Square_Foot__since_2014_/MapServer","public","custom","Miami-Dade County, Florida","-80.87528280528437,25.13138997081871,-80.0328793439431,25.982566940974063",""
"386efeb0a36c4c2ba84816645ae8a580","MDPublisher","Fri, 19 Feb 2021 03:32:35 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 1.1 - Residential Units Change (map) (TREND)","Web Map","","PMT,Regional Growth,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Trend","Change in  Residential Units by Block in Miami Dade County (trend)","","","","en-us",,"public",,"Miami-Dade County, Florida","-81.4712,25.0207,-79.4428,26.0923",""
"2f13f7b370864c2e9162c7a3f1f23f66","MDPublisher","Wed, 06 Jun 2018 01:22:06 GMT","Tue, 21 Sep 2021 16:13:30 GMT","WCS Bulky Book","Feature Service","The WCS Bulky Books (Books) polygon feature class was created by the GIS Solution Services Group (GSSG) of the Miami-Dade County Information Technology Department (ITD) with data provided by the Public Waste and Waste Management Department (PWWM). It contains the boundaries of the WCS Bulky Books. The books cover the area of Unincorporated Miami-Dade County and of the municipalities served by PWWM waste collection services DSWM. The Books feature class is intended to be used for the organization, execution, management and control of activities related to trash and bulky pickup, debris clearing, and other related activities of the PWWM. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Infrastructure,WCS Bulky Book,Garbage,PWWM,Transportation and Public Works,Public Works","A polygon feature class that identifies the boundaries of the DSWM Bulky Books within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/WCSBulkyBook_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.57704836664591,25.396099093528083,-80.11991921399377,25.974676652806004",""
